Date	Time	GlobRad	Tair	Rhair	Windspeed
04/05/2022	15	343.2	14.1	55.9	2.9
04/05/2022	16	414.6	12.4	66.5	4.4
04/05/2022	17	316.6	11.8	67.1	4.4
04/05/2022	18	157.3	10.5	68	3.7
04/05/2022	19	44	9.1	69.6	2.9
04/05/2022	20	1.7	7.6	74.8	1.6
04/05/2022	21	0	6.3	80.1	1.2
04/05/2022	22	0	5.3	88.4	1.4
04/05/2022	23	0	4.6	92	0.8
05/05/2022	0	0.1	4.2	93.3	0.6
05/05/2022	1	0	3.8	94.8	0.5
05/05/2022	2	0	3.2	96.2	0.4
05/05/2022	3	0	3.1	96.2	1
05/05/2022	4	8	3	96.2	0.9
05/05/2022	5	93.5	3.7	96.2	1
05/05/2022	6	156.6	5.9	95.2	1.6
05/05/2022	7	165.3	7.9	93	2.1
05/05/2022	8	232	9.3	92.2	3.1
05/05/2022	9	229.7	10.1	89.3	3.4
05/05/2022	10	131.9	10	93.6	3
05/05/2022	11	101.2	10	95.2	3.1
05/05/2022	12	102.5	10.4	95.1	2.8
05/05/2022	13	198.9	10.7	95.3	3
05/05/2022	14	319.6	12	82.1	3.6
05/05/2022	15	448.3	12.7	66.5	4
05/05/2022	16	324.2	11.9	59.5	4.5
05/05/2022	17	249.6	10.9	58.2	4.8
05/05/2022	18	78.4	9.9	63.6	3.7
05/05/2022	19	45.9	9.4	65.9	4
05/05/2022	20	1.7	8.3	72.7	3.1
05/05/2022	21	0	7.1	80.8	1.9
05/05/2022	22	0	6.7	90.4	2.3
05/05/2022	23	0	6.3	92.3	2.1
