Date	Time	GlobRad	Tair	Rhair	Windspeed
14/06/2022	12	551	15.9	68.8	4.7
14/06/2022	13	565.2	16	68.9	4.4
14/06/2022	14	472.7	16.2	69.2	4.3
14/06/2022	15	355.1	15.9	73.2	4.3
14/06/2022	16	303.9	15.6	75.2	4.3
14/06/2022	17	239.1	15.3	73.6	3.9
14/06/2022	18	202.3	15	70.6	3.8
14/06/2022	19	62.2	14.3	78.6	2.7
14/06/2022	20	24	13.6	82.6	2.9
14/06/2022	21	1.2	12.8	88.7	1.8
14/06/2022	22	0	12.3	92.4	1.9
14/06/2022	23	0	11.9	94.6	2
15/06/2022	0	0	11.7	94.6	2.1
15/06/2022	1	0	11.3	94.6	1.9
15/06/2022	2	0	10.3	94.6	1.6
15/06/2022	3	4.2	9.7	94.6	1.6
15/06/2022	4	32.4	9.4	94.6	1.1
15/06/2022	5	104.2	10.3	94.6	1.6
15/06/2022	6	159.1	11.6	94.4	1.9
15/06/2022	7	230.8	12.6	92.9	2.5
15/06/2022	8	212	13.5	85.4	2.3
15/06/2022	9	572.2	14.8	72.1	2.5
15/06/2022	10	571.4	15.3	69.5	3.1
15/06/2022	11	624.8	15.4	68.9	3.8
15/06/2022	12	696.7	15.9	66.7	3.6
15/06/2022	13	528.7	16	66.7	3.3
15/06/2022	14	614.1	15.9	67.5	3.9
15/06/2022	15	553.3	15.7	66.4	4.1
15/06/2022	16	390.7	15.5	66.3	3.6
15/06/2022	17	380.9	15.4	69.1	3.5
15/06/2022	18	222.2	15	66.8	3
15/06/2022	19	108.7	14.2	70.4	2.7
15/06/2022	20	29.4	13	80.4	2.3
15/06/2022	21	2.5	11.8	90	1.4
15/06/2022	22	0	11.1	92.1	1.5
15/06/2022	23	0	10.6	93.8	1.8
16/06/2022	0	0	10.5	94.3	2.1
16/06/2022	1	0	10.4	94.3	2.1
16/06/2022	2	0	10.4	94.3	2.2
16/06/2022	3	6.1	10.2	94.3	2.3
16/06/2022	4	48.9	10.2	94.3	2.4
16/06/2022	5	169.4	11.1	94.3	2.8
16/06/2022	6	315.3	12.7	93.1	3
16/06/2022	7	463.7	14.7	81.5	3.4
16/06/2022	8	573.5	15.8	68.6	4.4
16/06/2022	9	699.1	16.6	64.2	5.4
16/06/2022	10	791.6	17.2	62	5.6
16/06/2022	11	849.3	17.7	59.4	5.4
16/06/2022	12	892.7	17.9	60.3	5.5
16/06/2022	13	865.7	18.3	56.9	4.9
16/06/2022	14	802.8	18.6	56.2	4.8
16/06/2022	15	700	18.7	56.4	4.5
16/06/2022	16	576.7	18.6	56.2	5
16/06/2022	17	448.5	18.1	55.8	4.9
16/06/2022	18	286.6	17.5	57.1	4.8
16/06/2022	19	127.2	16.5	61.7	3.3
16/06/2022	20	41.1	15.1	70.7	3
16/06/2022	21	3.7	13.9	80.5	2.3
16/06/2022	22	0	12.8	89.8	1.8
16/06/2022	23	0	12.1	92.8	2
17/06/2022	0	0	11.8	94.1	1.7
17/06/2022	1	0	11.4	94.1	1.6
17/06/2022	2	0	11.1	94.1	1.3
17/06/2022	3	2.5	11.1	94.1	1.9
17/06/2022	4	28.8	11.3	94.1	1.6
17/06/2022	5	144.6	12.1	94.1	2.1
17/06/2022	6	271.3	13.1	92.9	2.5
17/06/2022	7	426.2	14.9	81	2.3
17/06/2022	8	502.2	16.5	68.4	2.4
17/06/2022	9	466	17.7	64.3	2.3
17/06/2022	10	412.1	18.2	62.7	2.6
17/06/2022	11	310.7	18	61	2.9
17/06/2022	12	225	17.4	72.3	3.1
17/06/2022	13	268.3	17.3	74.5	2.7
17/06/2022	14	158.8	16.4	86.7	2.4
17/06/2022	15	145.6	15.9	91.7	3.2
17/06/2022	16	159.1	16.1	93	3.5
17/06/2022	17	104.7	16.3	92.5	3.8
17/06/2022	18	32.6	15.8	94.1	4.1
17/06/2022	19	23.7	15.7	94.4	3.7
17/06/2022	20	16.5	16	93.7	4.5
17/06/2022	21	1.1	15.9	92.9	3.8
17/06/2022	22	0.1	16.3	88.6	3.3
17/06/2022	23	0.1	16.6	85.1	2.2
18/06/2022	0	0.4	16.6	85.7	2.4
18/06/2022	1	0.1	16.3	84.9	2.6
18/06/2022	2	0.1	15.9	87.7	2.5
18/06/2022	3	2.5	15.2	90.3	1.8
18/06/2022	4	28.7	14.5	91.5	1.4
18/06/2022	5	68.9	14.5	92.7	2.1
18/06/2022	6	118.6	14.5	92.2	3.2
18/06/2022	7	216	14.9	88.6	3.5
18/06/2022	8	109.7	14.5	90.6	3.4
18/06/2022	9	378.4	15.3	87.9	3.4
18/06/2022	10	499.9	16.5	73.5	3.5
18/06/2022	11	750.7	17.1	56.1	3.8
18/06/2022	12	718	17.1	54.9	3.8
18/06/2022	13	856.3	17.3	52.3	4.4
18/06/2022	14	778.2	17.4	51.4	4.1
18/06/2022	15	626.5	17	53.1	4.3
18/06/2022	16	515.4	16.5	54.2	4.3
18/06/2022	17	342.7	15.9	56	3.6
18/06/2022	18	197.1	15.2	57	3.3
18/06/2022	19	116.4	14.4	62.4	2.7
18/06/2022	20	31.4	13.3	71.8	2.1
18/06/2022	21	2.3	12.6	75.2	1.6
18/06/2022	22	0	11.9	82.6	0.4
18/06/2022	23	0.3	11.6	87.9	0.5
19/06/2022	0	0.1	11.6	90.3	1.2
19/06/2022	1	0	11.5	93.8	1.1
19/06/2022	2	0.1	11.3	94.1	0.3
19/06/2022	3	1.3	11.2	94.1	1
19/06/2022	4	12	10.9	94.1	1.2
19/06/2022	5	27.5	10.9	94.1	0.3
19/06/2022	6	53.8	11.1	94.1	1
19/06/2022	7	102.4	11.3	94.1	2.3
19/06/2022	8	351.7	11.7	92.6	2.8
19/06/2022	9	632.5	13.4	81.1	2.5
19/06/2022	10	321.5	14.1	71.2	2.4
19/06/2022	11	650.4	15	69.6	2.9
19/06/2022	12	726.5	15.8	66.3	3.3
19/06/2022	13	685.7	16.3	62	3.4
19/06/2022	14	505.3	16.4	60	3.3
19/06/2022	15	315.8	16	59.1	3.2
19/06/2022	16	278.4	15.6	59.2	2.8
19/06/2022	17	320.1	15.5	60.4	3.4
19/06/2022	18	88.5	14.3	65	2.6
19/06/2022	19	64.7	14	68.3	2.1
19/06/2022	20	27.3	13.5	70.6	2
19/06/2022	21	2.9	12.3	82.2	0.7
19/06/2022	22	0.2	11	90.6	0.3
19/06/2022	23	0.4	10.5	93.2	0
20/06/2022	0	0.1	10.5	94.5	0.8
20/06/2022	1	0	10.2	94.6	0.1
20/06/2022	2	0.6	10.3	94.6	0.2
20/06/2022	3	2.3	10.1	94.6	0.6
20/06/2022	4	28.3	10	94.6	0.6
20/06/2022	5	67.1	10.1	94.6	0.3
20/06/2022	6	292.7	11.6	93.2	0.6
20/06/2022	7	351.7	13.1	75.7	1.3
20/06/2022	8	431.8	13.8	71.3	1.2
20/06/2022	9	325.9	14.4	64.8	1.3
20/06/2022	10	258.9	13.5	82.9	1.8
20/06/2022	11	302.9	13.9	81.2	0.9
20/06/2022	12	273.5	14.6	76.6	1.2
20/06/2022	13	387.3	15.2	74	1.3
20/06/2022	14	319.1	14.4	78.4	1.9
20/06/2022	15	261.8	14.4	83.6	0.9
20/06/2022	16	252.2	15.3	82.7	1.4
20/06/2022	17	409.2	16.8	63.2	2.5
20/06/2022	18	306	16.7	62.5	3.2
20/06/2022	19	160.5	15.8	66.3	3.1
20/06/2022	20	51.4	14.7	68	2
20/06/2022	21	1.8	12.8	74.7	0.9
20/06/2022	22	0	11.7	87.3	1.3
20/06/2022	23	0	11.3	94.1	1.4
21/06/2022	0	0	10.8	94.1	1.8
21/06/2022	1	0	10.6	94.7	1.9
21/06/2022	2	0	10.7	95.4	2.6
21/06/2022	3	3.1	11	95.4	3.2
21/06/2022	4	27.6	11.2	95	3.7
21/06/2022	5	92.9	11.4	92.9	3.6
21/06/2022	6	292.6	12.2	87.7	3.7
21/06/2022	7	419.2	12.9	80.5	3.9
21/06/2022	8	584.8	13.9	76.7	3.7
21/06/2022	9	673	15	71.4	3.8
21/06/2022	10	750.3	16.1	67	3.7
21/06/2022	11	883.8	16.9	63.8	3.8
21/06/2022	12	910.4	17.3	64.3	4
21/06/2022	13	781.5	17.7	62.6	4.2
21/06/2022	14	692.4	17.8	60.2	4.2
21/06/2022	15	453.5	17.1	58.9	4.1
21/06/2022	16	403.1	17.4	58.6	3.4
21/06/2022	17	444.8	17.8	59.7	3.5
21/06/2022	18	286.6	17.3	62.5	3.5
21/06/2022	19	109.9	15.8	78.6	3.1
21/06/2022	20	42.2	14.8	83.6	2.5
21/06/2022	21	2.4	13.7	89.7	1.7
21/06/2022	22	0.5	13.3	91.9	1.8
21/06/2022	23	0	13.4	92.3	3.1
22/06/2022	0	0	13.3	93.4	2.8
22/06/2022	1	0	13.2	94.1	2.3
22/06/2022	2	0	13	94.1	2.5
22/06/2022	3	0.2	13.1	94.1	1.9
22/06/2022	4	10.2	12.7	94.1	2.1
22/06/2022	5	52.1	12.5	94.1	1.9
22/06/2022	6	95.8	12.6	94.1	2.6
22/06/2022	7	151.6	12.8	94.1	2.5
22/06/2022	8	268.7	13.5	92.8	3
22/06/2022	9	307	13.9	91.4	3.2
22/06/2022	10	185	14	86.1	3.2
22/06/2022	11	265.8	14.1	82	3.5
22/06/2022	12	342.5	14.5	79.9	3.3
22/06/2022	13	539	15.4	74.3	3.7
22/06/2022	14	673.1	16	71.1	3.7
22/06/2022	15	640.4	16.5	65.4	4
22/06/2022	16	561.6	16.8	65.5	3.5
22/06/2022	17	417.4	16.2	67.5	3.8
22/06/2022	18	322.4	15.6	71.6	3.3
22/06/2022	19	108.4	14.5	78	3.3
22/06/2022	20	39.9	13.5	85	2.4
22/06/2022	21	3.7	13.4	88	2.8
22/06/2022	22	0.1	13.3	90	1.9
22/06/2022	23	0.2	12.5	92.8	1.2
23/06/2022	0	1	13	93.8	1.4
23/06/2022	1	0.1	13.4	93.8	2
23/06/2022	2	0.3	13.4	93.8	2.2
23/06/2022	3	0.7	13.3	93.8	2.2
23/06/2022	4	8.2	13	93.8	2
23/06/2022	5	23	12.9	93.8	1.9
23/06/2022	6	50.4	12.8	93.8	2
23/06/2022	7	83.8	13	93.8	1.6
23/06/2022	8	158.6	13.3	93.8	1.7
23/06/2022	9	192.6	13.7	93.8	1.5
23/06/2022	10	304.8	14.4	92	1.3
23/06/2022	11	537.4	15.6	85.5	1.2
23/06/2022	12	859	18	74.5	1.6
23/06/2022	13	815.1	19.9	65.9	1.4
23/06/2022	14	650.5	21.2	60.4	1.7
23/06/2022	15	631	22.4	56.4	1.6
23/06/2022	16	562.8	23.2	54.4	1.8
23/06/2022	17	434.1	23.3	53.8	1.9
23/06/2022	18	292.7	22.7	59.4	2.4
23/06/2022	19	152.6	21.6	66.3	2.6
23/06/2022	20	49.3	19.7	77.4	2.8
23/06/2022	21	3.1	17.7	88.2	3
23/06/2022	22	0	16.1	91.1	2.4
23/06/2022	23	0	14.9	92.5	1.9
24/06/2022	0	0	14	94.5	1.5
24/06/2022	1	0	13.5	94.7	1.1
24/06/2022	2	0	12.9	94.8	0.9
24/06/2022	3	2.5	12.8	94.8	1.1
24/06/2022	4	28.6	13.6	94.8	1.9
24/06/2022	5	151.4	14.8	94	2.4
24/06/2022	6	291.2	16.1	85.1	3.2
24/06/2022	7	438.3	18.2	71.2	4
24/06/2022	8	562.8	20.5	56.8	4.1
24/06/2022	9	673.8	22.7	47.8	3.7
24/06/2022	10	778.8	24	42	4.5
24/06/2022	11	850.4	25.3	42.1	4.3
24/06/2022	12	878.3	26.2	38.3	4.9
24/06/2022	13	845.2	26.2	38.8	4.9
24/06/2022	14	777.4	26.2	45	5.7
24/06/2022	15	676.4	26.2	50.4	5.1
24/06/2022	16	556.8	26.2	52.5	5
24/06/2022	17	427.5	25.8	53.2	5.7
24/06/2022	18	228.9	25	51.5	5.4
24/06/2022	19	112.9	23.7	54.4	3.6
24/06/2022	20	44.4	22.2	59.1	2.9
24/06/2022	21	1.8	20.6	69.1	2.7
24/06/2022	22	0	19.6	77.9	1.9
24/06/2022	23	0.2	19.2	82.2	2.1
25/06/2022	0	0	18.7	86.8	1.1
25/06/2022	1	0	18.2	89.5	0.8
25/06/2022	2	0	17.1	93.6	0.6
25/06/2022	3	2.2	16.2	94.1	0.9
25/06/2022	4	22	16	94.1	1.3
25/06/2022	5	81.3	15.8	94.1	1.5
25/06/2022	6	240.5	16.5	94.1	0.7
25/06/2022	7	371.8	18.1	91.3	0.7
25/06/2022	8	261.1	19	82.8	0.9
25/06/2022	9	590.1	20.4	74.5	0.6
25/06/2022	10	772.7	22.3	57.6	1.1
25/06/2022	11	816.7	23.6	56.7	1.3
25/06/2022	12	818.5	24.8	50.6	1.4
25/06/2022	13	836.5	25.4	49.1	1.5
25/06/2022	14	699.5	26.1	47.1	1.4
25/06/2022	15	396.4	25.7	47.6	0.9
25/06/2022	16	315.3	26	47.2	1.1
25/06/2022	17	370.5	25.9	47.4	0.9
25/06/2022	18	62.5	24.3	57.8	1.6
25/06/2022	19	17.7	20	89.2	1.4
25/06/2022	20	20.5	19.1	92.5	0.5
25/06/2022	21	2.8	18.4	93.4	0.3
25/06/2022	22	0	17.7	93.6	0
25/06/2022	23	0.4	17	93.6	0
26/06/2022	0	0.5	16.6	93.6	0
26/06/2022	1	0	16.2	93.6	0.2
26/06/2022	2	0	15.9	93.6	0.5
26/06/2022	3	2.1	15.8	93.6	0.3
26/06/2022	4	21.5	16	93.6	0.7
26/06/2022	5	70.4	16.6	93.6	0.8
26/06/2022	6	163	18.2	93.6	1.3
26/06/2022	7	233.5	19.4	91	1.9
26/06/2022	8	313.7	20.7	87.9	2.1
26/06/2022	9	466.2	22.8	76.4	3.4
26/06/2022	10	539.2	23	74.4	3.2
26/06/2022	11	650.6	24.5	68	3.3
26/06/2022	12	774.6	25.8	60.2	4.4
26/06/2022	13	771.7	26.6	56.7	4.4
26/06/2022	14	229.9	24.7	66.2	4.1
26/06/2022	15	144	20	92.5	2.3
26/06/2022	16	274	20.3	92.5	2.2
26/06/2022	17	280	20.6	88.4	2.1
26/06/2022	18	77.5	20.3	86.4	1.4
26/06/2022	19	57.9	18.4	86.5	2.6
26/06/2022	20	17.9	17	87.1	1.7
26/06/2022	21	1.4	16.6	89	0.6
26/06/2022	22	0.3	16.1	91.2	0.6
26/06/2022	23	0.2	15.8	92.2	0.7
27/06/2022	0	0	15.5	93.7	0.8
27/06/2022	1	0	15	94.2	1.2
27/06/2022	2	0.9	14.6	94.2	0.9
27/06/2022	3	3.1	14.3	94.1	1.1
27/06/2022	4	6.8	14.3	94.1	0.9
27/06/2022	5	7.4	14.5	94.1	1.6
27/06/2022	6	20.1	14	94.1	2.5
27/06/2022	7	27.9	13.7	94.1	2.2
27/06/2022	8	95.7	13.5	94.4	1.7
27/06/2022	9	118.1	13.9	94.7	1.4
27/06/2022	10	213.1	14.3	94.7	1.8
27/06/2022	11	184.7	14.6	94.7	1.9
27/06/2022	12	67	14.8	94.7	1.1
27/06/2022	13	85.5	14.8	94.8	1.2
27/06/2022	14	52.4	14.8	94.8	0.9
27/06/2022	15	38.5	14.8	94.8	1.3
27/06/2022	16	35.2	14.5	94.8	2.5
27/06/2022	17	40.8	14.4	94.8	2.9
27/06/2022	18	19	14.1	94.8	3.2
27/06/2022	19	9.7	13.3	94.7	3.7
27/06/2022	20	5.8	12.8	94.7	1.7
27/06/2022	21	1.1	12.5	94.7	0.9
27/06/2022	22	0	12.4	94.7	1.3
27/06/2022	23	0	12	94.8	0.4
28/06/2022	0	0	11.4	95.2	1
28/06/2022	1	0	11	95.2	1.3
28/06/2022	2	0	10.7	95.2	1.1
28/06/2022	3	1.5	10.7	95.2	1.2
28/06/2022	4	9.9	10.7	95.2	1.3
28/06/2022	5	69.2	11.3	95.2	1.5
28/06/2022	6	157	12.2	95.2	1.3
28/06/2022	7	431.2	14.1	93.6	1.5
28/06/2022	8	557	16.2	76.7	2
28/06/2022	9	647.4	17.4	71.7	2.5
28/06/2022	10	654.4	18	71.1	2.9
28/06/2022	11	636.4	18.7	66.7	2.8
28/06/2022	12	839.3	18.9	66.8	2.8
28/06/2022	13	520.1	19.1	66.7	2.5
28/06/2022	14	505.4	19.4	63.9	2.5
28/06/2022	15	466.4	19.7	60.4	2.2
28/06/2022	16	302.6	19.6	61.5	1.5
28/06/2022	17	374	20.1	61.3	1.3
28/06/2022	18	182.2	19.7	58.3	1
28/06/2022	19	80.2	19.1	62.7	0.1
28/06/2022	20	39.2	18.7	63.9	0.3
28/06/2022	21	2.3	16.6	75.1	0.1
28/06/2022	22	0.1	15.1	85	0.5
28/06/2022	23	0	13.8	91.3	0.1
29/06/2022	0	0.5	12.9	92.7	0
29/06/2022	1	0.4	12.2	93.6	0
29/06/2022	2	0.2	11.5	93.6	0
29/06/2022	3	3.5	11	93.8	0.1
29/06/2022	4	24.1	10.5	94.3	0
29/06/2022	5	128.6	12.1	94.3	0.3
29/06/2022	6	281.5	14.2	94.4	0.4
29/06/2022	7	427.3	16.8	82.7	1.2
29/06/2022	8	548	18.6	63.5	1.1
29/06/2022	9	654.1	20	53.7	1.8
29/06/2022	10	540.3	20.4	53	2.2
29/06/2022	11	798.6	21.3	51.5	2.2
29/06/2022	12	685.9	21.7	49.7	2.1
29/06/2022	13	710.5	22.2	49.8	2.4
29/06/2022	14	504.6	22.1	51.5	2.3
29/06/2022	15	459.1	21.9	52.9	2.9
29/06/2022	16	535.8	22.1	52.8	2.8
29/06/2022	17	423.6	21.7	51.7	3
29/06/2022	18	274.2	21.4	51	2.6
29/06/2022	19	144.4	20.5	53.2	2.2
29/06/2022	20	44.7	19.2	61.3	1.1
29/06/2022	21	1.5	17.3	74.4	1
29/06/2022	22	0	15.8	84.9	0.6
29/06/2022	23	0	15.3	87.2	0.8
30/06/2022	0	0	14.3	91	0.6
30/06/2022	1	0	13.6	92	0.3
30/06/2022	2	0	13.2	92.9	1.1
30/06/2022	3	2.6	13.3	93.8	1.4
30/06/2022	4	27.7	13.4	94.2	1.2
30/06/2022	5	135.8	14.7	94.2	0.9
30/06/2022	6	278	16.9	92.4	1.7
30/06/2022	7	424.1	18.9	74.9	1.9
30/06/2022	8	546.9	20.3	60.2	2.2
30/06/2022	9	657.4	21.6	55.9	2.3
30/06/2022	10	755	22.5	53.5	2.4
30/06/2022	11	797.8	23.2	50.9	2.1
30/06/2022	12	602.6	23.3	51.7	2
30/06/2022	13	694.2	23.9	52.6	1.8
30/06/2022	14	588.1	24.3	50.7	2
30/06/2022	15	418	24	52.7	2.4
30/06/2022	16	533	24.4	50.8	2.6
30/06/2022	17	380.3	23.8	52	2.2
30/06/2022	18	234.4	23.1	53.9	1.9
30/06/2022	19	176.1	22.6	57.7	1.5
30/06/2022	20	51.6	21.1	64.2	1.2
30/06/2022	21	2.7	18.9	79.6	1.1
30/06/2022	22	0	17.4	86.9	0.8
30/06/2022	23	0	16.4	91.1	0.7
01/07/2022	0	0	15.7	92.8	0.3
01/07/2022	1	0	15.1	93.8	0.4
01/07/2022	2	0.1	14.8	93.8	0.3
01/07/2022	3	2.4	14.4	93.8	0.5
01/07/2022	4	25.3	14.3	93.8	0.7
01/07/2022	5	135.1	15.4	93.8	1.4
01/07/2022	6	324.8	17.5	92.6	2.3
01/07/2022	7	283.9	19	89.6	2.8
01/07/2022	8	109	19.3	90.7	2.7
01/07/2022	9	259.8	19.1	92.5	3
01/07/2022	10	401.3	20.5	87.5	3.8
01/07/2022	11	321.9	20.8	84	3.8
01/07/2022	12	103	18.2	92.2	3.2
01/07/2022	13	161.8	18.1	89.8	2.8
01/07/2022	14	174.5	17.7	84.9	3.1
01/07/2022	15	165.5	17.5	82	3.5
01/07/2022	16	99.1	16.7	85.5	2.9
01/07/2022	17	43.8	15.5	92.6	2.2
01/07/2022	18	90.2	15.6	93.8	1.5
01/07/2022	19	38.8	15.7	93.8	1.3
01/07/2022	20	9.8	15.5	93.6	1.4
01/07/2022	21	1.2	15.2	92.1	1.2
01/07/2022	22	0	14.8	92.7	1
01/07/2022	23	0	14.6	93.6	1.7
02/07/2022	0	0	14.2	93.6	1.6
02/07/2022	1	0	13.7	93.5	1.5
02/07/2022	2	0	13.2	93.5	1.7
02/07/2022	3	0.7	12.8	93.5	1.3
02/07/2022	4	10.1	12.1	94	1.4
02/07/2022	5	130.1	12.2	95.4	1.9
02/07/2022	6	257.1	13.6	94.2	2
02/07/2022	7	420.7	15.6	85.4	2.9
02/07/2022	8	508.5	16.9	78.6	3.2
02/07/2022	9	469.8	17.9	72.1	3.2
02/07/2022	10	735.8	19.3	60.6	3.8
02/07/2022	11	706.1	19.9	55.5	3.7
02/07/2022	12	805.9	20.6	53.7	3.4
02/07/2022	13	608.9	20.3	55.2	3.6
02/07/2022	14	485.1	20.5	55.6	3.6
02/07/2022	15	662.1	20.7	51.1	4.6
02/07/2022	16	499.5	20.3	49.9	4.2
02/07/2022	17	319.1	19.1	57.3	3.6
02/07/2022	18	263.1	18.8	60.1	3.6
02/07/2022	19	116.8	17.7	60.7	3.3
02/07/2022	20	61	16.7	65.5	2.3
02/07/2022	21	3.1	15.4	72.3	1.8
02/07/2022	22	0	14.4	80.4	1.6
02/07/2022	23	0	13.9	83.2	1.9
03/07/2022	0	0.2	13.4	85.6	1.4
03/07/2022	1	0.1	13.1	87.4	2
03/07/2022	2	0.3	14.2	82.2	2.7
03/07/2022	3	0.2	14.3	83.8	2.1
03/07/2022	4	10.3	14.7	81.4	2
03/07/2022	5	42.8	14.6	84.1	1.1
03/07/2022	6	90.4	15.1	89.8	2.3
03/07/2022	7	251.9	16.6	92	2.9
03/07/2022	8	549.4	18.6	84.7	3.9
03/07/2022	9	444.7	20	73.6	2.5
03/07/2022	10	617.3	20.9	62.3	1.9
03/07/2022	11	569.5	21.4	58.4	2.6
03/07/2022	12	472.9	20.2	69.9	2.3
03/07/2022	13	670.1	21.9	59.1	2.7
03/07/2022	14	632.2	22.2	50.9	3.5
03/07/2022	15	503.1	22.2	50.5	3
03/07/2022	16	339.9	21.8	51.8	2.2
03/07/2022	17	361.9	21.4	60.3	2.5
03/07/2022	18	208.1	19.6	72.2	2.8
03/07/2022	19	114.2	18.5	77.8	2.2
03/07/2022	20	22.4	17.4	81.4	1.7
03/07/2022	21	6.6	16.5	86.4	1.6
03/07/2022	22	0	15.4	92.6	1.5
03/07/2022	23	0	14.6	93.2	0.6
04/07/2022	0	0	13.9	94.5	0.9
04/07/2022	1	0	13.6	94.7	0.8
04/07/2022	2	0	13.5	94.7	1.2
04/07/2022	3	1	12.6	94.7	1
04/07/2022	4	17.6	12.1	94.7	1
04/07/2022	5	136.2	13	94.7	1.4
04/07/2022	6	251.2	14.5	92.4	1.9
04/07/2022	7	200.4	15.2	87.3	2.5
04/07/2022	8	441.1	15.8	84.7	2.7
04/07/2022	9	344.8	16.5	77.9	2.8
04/07/2022	10	410.1	16.2	81.6	3.3
04/07/2022	11	539.9	16.2	84.7	3
04/07/2022	12	610.2	17.6	67.5	3.2
04/07/2022	13	363.4	17.4	66	3.5
04/07/2022	14	473.6	16.9	69.5	3.8
04/07/2022	15	304.2	17.1	65.2	4.2
04/07/2022	16	193	14.5	86.9	3.6
04/07/2022	17	194.3	13.5	94.1	2.5
04/07/2022	18	138.7	14.2	93.9	2.5
04/07/2022	19	65.7	13.7	87.6	2.8
04/07/2022	20	33.3	12.9	90.3	2.6
04/07/2022	21	2.6	12.3	93.1	2.3
04/07/2022	22	0	12	94.3	2.2
04/07/2022	23	0	11.7	94.3	1.9
05/07/2022	0	0	11.3	94.3	1.9
05/07/2022	1	0	10.7	94.9	1.9
05/07/2022	2	0	10.7	95.8	1.9
05/07/2022	3	1.4	10.5	95.8	1.8
05/07/2022	4	24.2	11	95.8	2
05/07/2022	5	128	11.7	95.8	2
05/07/2022	6	236.3	13.1	93.8	2.3
05/07/2022	7	399.4	14.4	84	3.3
05/07/2022	8	522.9	15.1	69.8	4.3
05/07/2022	9	543.1	15.6	65.3	3.7
05/07/2022	10	562.9	16	61.4	4.1
05/07/2022	11	578.2	16.4	62.7	3.8
05/07/2022	12	458.8	16.2	60.6	3.7
05/07/2022	13	373.4	15.7	64.8	3.9
05/07/2022	14	464.3	15.8	65.7	4.1
05/07/2022	15	516.7	15.8	68.4	3.9
05/07/2022	16	455.3	15	73.1	3.7
05/07/2022	17	337.3	15.3	71.4	3.6
05/07/2022	18	111.6	13.9	81.8	2.9
05/07/2022	19	159.9	13.2	91.4	2.7
05/07/2022	20	42.5	12.9	89.8	2.1
05/07/2022	21	2.1	11.9	93.6	1.8
05/07/2022	22	0	11.3	94.6	1.8
05/07/2022	23	0	11	94.6	2
06/07/2022	0	0	10.6	94.6	1.9
06/07/2022	1	0	10.3	94.6	2
06/07/2022	2	0	9.9	94.3	2.1
06/07/2022	3	0.7	9.9	92.7	1.9
06/07/2022	4	15	9.9	92.1	2
06/07/2022	5	71.4	10.7	93.4	1.9
06/07/2022	6	227.9	12.7	85.8	3.3
06/07/2022	7	279.3	13.8	76	4.2
06/07/2022	8	381.8	14.5	69.1	4.5
06/07/2022	9	525.7	14.9	68	4.8
06/07/2022	10	618	15.5	64.6	4.4
06/07/2022	11	759.3	16	61.1	4.1
06/07/2022	12	851.3	16.6	55	3.9
06/07/2022	13	704.8	16.9	54	3.9
06/07/2022	14	705	17.3	52.7	3.9
06/07/2022	15	427.5	17	53.7	4
06/07/2022	16	348.4	16.3	61.2	4.2
06/07/2022	17	150.7	16	69.6	3.5
06/07/2022	18	50.4	14.9	84.8	3.4
06/07/2022	19	32	13.8	94.4	3
06/07/2022	20	9.3	13.8	94.8	2.9
06/07/2022	21	0.4	14.1	94.8	2.4
06/07/2022	22	0.1	14.3	95.8	2.1
06/07/2022	23	0.1	14.4	95.8	2.1
07/07/2022	0	0.6	14.5	95.8	2.3
07/07/2022	1	0.1	14.5	95.8	2.2
07/07/2022	2	0.3	14.3	95.8	2.5
07/07/2022	3	1	14	95.8	3.3
07/07/2022	4	8.4	13.6	95.8	3.4
07/07/2022	5	63.6	13.4	94.9	2.7
07/07/2022	6	87.8	13.7	94.7	2.4
07/07/2022	7	193.4	14.3	94.7	3.2
07/07/2022	8	166.9	14.6	94.2	3.2
07/07/2022	9	293.6	15.4	91.9	2.9
07/07/2022	10	494.5	16.9	82.1	3.8
07/07/2022	11	479.1	17.8	78.9	3.8
07/07/2022	12	526.8	18.3	76	3.9
07/07/2022	13	716.7	19.4	68	4.1
07/07/2022	14	678.3	19.7	65.1	4.1
07/07/2022	15	685.5	19.8	59.8	4
07/07/2022	16	576.7	20.1	56.7	3.6
07/07/2022	17	445.1	19.6	59.3	3.9
07/07/2022	18	299.7	19	60.8	3.6
07/07/2022	19	152.7	18.2	66.8	3.3
07/07/2022	20	45.8	16.3	79.1	2.4
07/07/2022	21	2.4	14.3	91.2	2.7
07/07/2022	22	0	13	93.1	2.3
07/07/2022	23	0	12.3	93.5	1.7
08/07/2022	0	0	11.8	93.5	2.2
08/07/2022	1	0	11.7	93.5	3
08/07/2022	2	0	11.7	93.5	3.3
08/07/2022	3	0.4	12	92.6	3.9
08/07/2022	4	12	12.4	91.9	3.4
08/07/2022	5	51.6	13.4	90.5	4.1
08/07/2022	6	97.5	13.8	89.9	4.1
08/07/2022	7	134	14.3	85.8	4.6
08/07/2022	8	307.3	14.8	81.7	4.5
08/07/2022	9	561.6	15.8	78.3	4.7
08/07/2022	10	667.9	16.1	73	5.3
08/07/2022	11	704.8	16.3	72.1	5.7
08/07/2022	12	655.3	16.4	72.3	5.4
08/07/2022	13	854.4	17.2	69.7	5.1
08/07/2022	14	672.3	17	69.7	5.6
08/07/2022	15	677.7	16.7	71.1	5.7
08/07/2022	16	450	16.2	72.2	5.6
