minute	indoorsCo2	indoorsRh	indoorsTemperature	growthLight	heating	photosynthesis
1297	646.879	73.3182	19.8581	0	82.6746	0
1298	651.855	73.3188	19.8585	0	82.6736	0
1299	647.692	73.3194	19.8589	0	82.6727	0
1300	652.655	73.32	19.8593	0	82.6717	0
1301	648.479	73.3206	19.8598	0	82.6707	0
1302	653.429	73.3212	19.8602	0	82.6697	0
1303	649.24	73.3218	19.8606	0	82.6686	0
1304	654.177	73.3224	19.8611	0	82.6676	0
1305	649.976	73.3231	19.8615	0	82.6665	0
1306	654.901	73.3237	19.862	0	82.6656	0
1307	650.688	73.3244	19.8624	0	82.6645	0
1308	646.544	73.325	19.8629	0	82.6634	0
1309	651.526	73.3257	19.8633	0	82.6623	0
1310	647.368	73.3264	19.8638	0	82.6613	0
1311	652.336	73.327	19.8643	0	82.6602	0
1312	648.166	73.3277	19.8647	0	82.6591	0
1313	653.121	73.3284	19.8652	0	82.6579	0
1314	648.937	73.3291	19.8657	0	82.6567	0
1315	653.879	73.3298	19.8662	0	82.6556	0
1316	649.683	73.3305	19.8667	0	82.6545	0
1317	654.613	73.3312	19.8672	0	82.6534	0
1318	650.404	73.332	19.8677	0	82.6522	0
1319	646.265	73.3327	19.8682	0	82.651	0
1320	651.252	73.3334	19.8687	0	82.6498	0
1321	647.099	73.3342	19.8692	0	82.6486	0
1322	652.071	73.334	19.8699	0	82.6474	0
1323	647.905	73.3337	19.8707	0	82.6457	0
1324	652.864	73.3334	19.8715	0	82.6438	0
1325	648.685	73.3333	19.8723	0	82.6419	0
1326	653.631	73.3334	19.873	0	82.6401	0
1327	649.439	73.3335	19.8738	0	82.6384	0
1328	654.373	73.3337	19.8745	0	82.6365	0
1329	650.168	73.334	19.8753	0	82.6348	0
1330	646.033	73.3343	19.876	0	82.6331	0
1331	651.023	73.3347	19.8767	0	82.6313	0
1332	646.874	73.3352	19.8775	0	82.6296	0
1333	651.851	73.3357	19.8782	0	82.6278	0
1334	647.688	73.3362	19.879	0	82.6261	0
1335	652.651	73.3367	19.8798	0	82.6243	0
1336	648.475	73.3373	19.8805	0	82.6225	0
1337	653.424	73.3379	19.8813	0	82.6207	0
1338	649.236	73.3385	19.8821	0	82.6188	0
1339	654.173	73.3392	19.8829	0	82.6169	0
1340	649.972	73.3399	19.8837	0	82.615	0
1341	654.897	73.3406	19.8845	0	82.6131	0
1342	650.684	73.3413	19.8854	0	82.6112	0
1343	646.54	73.342	19.8862	0	82.6092	0
1344	651.522	73.3427	19.8871	0	82.6073	0
1345	647.365	73.3434	19.8879	0	82.6052	0
1346	652.333	73.3442	19.8888	0	82.6032	0
1347	648.162	73.345	19.8897	0	82.6011	0
1348	653.117	73.3458	19.8906	0	82.5989	0
1349	648.933	73.3465	19.8915	0	82.5968	0
1350	653.876	73.3473	19.8925	0	82.5946	0
1351	649.679	73.3482	19.8934	0	82.5924	0
1352	654.609	73.349	19.8944	0	82.5902	0
1353	650.401	73.3498	19.8953	0	82.588	0
1354	646.262	73.3506	19.8963	0	82.5857	0
1355	651.248	73.3515	19.8973	0	82.5834	0
1356	647.096	73.3524	19.8983	0	82.581	0
1357	652.068	73.3532	19.8993	0	82.5787	0
1358	647.902	73.3541	19.9004	0	82.5763	0
1359	652.861	73.355	19.9014	0	82.5738	0
1360	648.682	73.3559	19.9025	0	82.5714	0
1361	653.628	73.3568	19.9035	0	82.5689	0
1362	649.436	73.3577	19.9046	0	82.5664	0
1363	654.37	73.3586	19.9057	0	82.5638	0
1364	650.165	73.3595	19.9068	0	82.5612	0
1365	646.031	73.3605	19.9079	0	82.5586	0
1366	651.021	73.3614	19.9091	0	82.5559	0
1367	646.872	73.3624	19.9102	0	82.5533	0
1368	651.848	73.3633	19.9114	0	82.5506	0
1369	647.685	73.3643	19.9125	0	82.5479	0
1370	652.648	73.3653	19.9137	0	82.545	0
1371	648.472	73.3663	19.9149	0	82.5422	0
1372	653.422	73.3673	19.9161	0	82.5394	0
1373	649.233	73.3683	19.9174	0	82.5365	0
1374	654.17	73.3693	19.9186	0	82.5337	0
1375	649.969	73.3703	19.9198	0	82.5308	0
1376	654.894	73.3713	19.9211	0	82.5278	0
1377	650.681	73.3724	19.9224	0	82.5248	0
1378	646.538	73.3734	19.9237	0	82.5218	0
1379	651.52	73.3745	19.925	0	82.5188	0
1380	647.363	73.3755	19.9263	0	82.5157	0
1381	652.331	73.3766	19.9276	0	82.5126	0
1382	648.167	73.3771	19.9291	0	82.5095	0
1383	653.136	73.3763	19.9309	0	82.506	0
1384	648.972	73.3739	19.933	0	82.5019	0
1385	653.942	73.3702	19.9354	0	82.4968	0
1386	649.779	73.3654	19.9382	0	82.491	0
1387	654.749	73.3595	19.9411	0	82.4845	0
1388	650.587	73.3529	19.9443	0	82.4776	0
1389	646.5	73.3456	19.9476	0	82.4702	0
1390	651.544	73.3377	19.9511	0	82.4623	0
1391	647.455	73.3289	19.9547	0	82.4542	0
1392	652.497	73.3191	19.9586	0	82.4455	0
1393	648.407	73.3085	19.9627	0	82.4363	0
1394	653.448	73.2971	19.967	0	82.4266	0
1395	649.355	73.285	19.9715	0	82.4165	0
1396	654.395	73.2723	19.9761	0	82.406	0
1397	650.301	73.2592	19.9808	0	82.3951	0
1398	646.28	73.2456	19.9856	0	82.3839	0
1399	651.39	73.2316	19.9906	0	82.3725	0
1400	647.365	73.2172	19.9956	0	82.361	0
1401	652.471	73.2026	20.0007	0	82.3491	0
1402	648.443	73.1878	20.0058	0	82.3371	0
1403	653.545	73.1727	20.011	0	82.325	0
1404	649.514	73.1574	20.0163	0	82.3126	0
1405	654.613	73.1419	20.0216	0	82.3002	0
1406	650.579	73.1263	20.027	0	82.2877	0
1407	646.615	73.1106	20.0324	0	82.275	0
1408	651.781	73.0948	20.0378	0	82.2623	0
1409	647.812	73.0789	20.0433	0	82.2495	0
1410	652.973	73.0629	20.0487	0	82.2367	0
1411	648.999	73.0468	20.0542	0	82.2237	0
1412	654.155	73.0307	20.0598	0	82.2107	0
1413	650.176	73.0145	20.0653	0	82.1977	0
1414	646.267	72.9984	20.0709	0	82.1846	0
1415	651.486	72.9821	20.0764	0	82.1715	0
1416	647.57	72.9659	20.082	0	82.1583	0
1417	652.783	72.9496	20.0876	0	82.1452	0
1418	648.86	72.9333	20.0932	0	82.132	0
1419	654.067	72.917	20.0988	0	82.1187	0
1420	650.139	72.9007	20.1045	0	82.1054	0
1421	646.278	72.8844	20.1101	0	82.0922	0
1422	651.545	72.8681	20.1157	0	82.0789	0
1423	647.676	72.8518	20.1214	0	82.0656	0
1424	652.935	72.8355	20.127	0	82.0523	0
1425	649.059	72.8192	20.1327	0	82.0389	0
1426	654.311	72.803	20.1384	0	82.0256	0
1427	650.428	72.7867	20.1441	0	82.0122	0
1428	646.61	72.7704	20.1497	0	81.9988	0
1429	651.92	72.7542	20.1554	0	81.9854	0
1430	648.094	72.7379	20.1611	0	81.9721	0
1431	653.395	72.7217	20.1668	0	81.9587	0
1432	649.56	72.7055	20.1725	0	81.9452	0
1433	654.853	72.6893	20.1782	0	81.9318	0
1434	651.01	72.6732	20.1839	0	81.9183	0
1435	647.232	72.657	20.1896	0	81.9048	0
1436	652.581	72.6409	20.1953	0	81.8914	0
1437	648.793	72.6247	20.201	0	81.8779	0
1438	654.132	72.6086	20.2068	0	81.8644	0
1439	650.335	72.5926	20.2125	0	81.851	0
1440	646.601	72.5765	20.2182	0	81.8375	0
